id,layer,templateId,tags,question,optionA,optionB,optionC,optionD,axes,sensitivity
"L1-L1-12-029-dfbe0949","L1","L1-12","作息","如果只能选一个更贴近的：我「想晚睡一会」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-022-dca82876","L1","L1-12","作息","最近这段时间，我「需要午睡恢复精力」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-023-3e60343a","L1","L1-12","作息","在我们家沟通里，我「需要午睡恢复精力」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-020-e1164fd3","L1","L1-12","作息","我「需要午睡恢复精力」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-021-e008163d","L1","L1-12","作息","如果只能选一个更贴近的：我「需要午睡恢复精力」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-024-36e91976","L1","L1-12","作息","我「出差住酒店睡不好」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-027-3cbaa691","L1","L1-12","作息","在我们家沟通里，我「出差住酒店睡不好」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-028-e674506a","L1","L1-12","作息","我「想晚睡一会」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-025-b559a927","L1","L1-12","作息","如果只能选一个更贴近的：我「出差住酒店睡不好」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-12-026-33e0f2be","L1","L1-12","作息","最近这段时间，我「出差住酒店睡不好」，你们怎样解读更贴近我？","我在用自己的方式恢复","阶段性状态，不代表堕落","我需要边界，不是故意对抗","我知道利害，请少一点压力","recover|phase|boundary|pressure","normal"
"L1-L1-11-059-556c1ef4","L1","L1-11","饮食","在我们家沟通里，家里聊到「想自己做饭但不想被指导」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-032-528eb219","L1","L1-11","饮食","家里聊到「想尝试新餐厅」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-033-d581de64","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「想尝试新餐厅」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-030-50a3d291","L1","L1-11","饮食","最近这段时间，家里聊到「节食后反弹焦虑」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-031-0d071024","L1","L1-11","饮食","在我们家沟通里，家里聊到「节食后反弹焦虑」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-034-10fb48d9","L1","L1-11","饮食","最近这段时间，家里聊到「想尝试新餐厅」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-037-32d17356","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「和朋友约饭到很晚」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-038-74080ec9","L1","L1-11","饮食","最近这段时间，家里聊到「和朋友约饭到很晚」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-035-66158375","L1","L1-11","饮食","在我们家沟通里，家里聊到「想尝试新餐厅」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-036-98330956","L1","L1-11","饮食","家里聊到「和朋友约饭到很晚」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-029-5d90e3a3","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「节食后反弹焦虑」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-022-36f5d1f1","L1","L1-11","饮食","最近这段时间，家里聊到「只想吃清淡的」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-023-61c55823","L1","L1-11","饮食","在我们家沟通里，家里聊到「只想吃清淡的」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-020-69b95085","L1","L1-11","饮食","家里聊到「只想吃清淡的」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-021-6a300acc","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「只想吃清淡的」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-024-efd95f5c","L1","L1-11","饮食","家里聊到「不想吃剩菜被劝」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-027-352506c2","L1","L1-11","饮食","在我们家沟通里，家里聊到「不想吃剩菜被劝」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-028-06083450","L1","L1-11","饮食","家里聊到「节食后反弹焦虑」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-025-e4359554","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「不想吃剩菜被劝」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-026-b8f89e03","L1","L1-11","饮食","最近这段时间，家里聊到「不想吃剩菜被劝」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-039-229453b4","L1","L1-11","饮食","在我们家沟通里，家里聊到「和朋友约饭到很晚」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-052-611cfce5","L1","L1-11","饮食","家里聊到「想点外卖解决」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-053-e4f4e1a1","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「想点外卖解决」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-050-6a646b2b","L1","L1-11","饮食","最近这段时间，家里聊到「肠胃不适只能喝粥」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-051-f16fbd5d","L1","L1-11","饮食","在我们家沟通里，家里聊到「肠胃不适只能喝粥」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-054-4c6b2666","L1","L1-11","饮食","最近这段时间，家里聊到「想点外卖解决」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-057-489af3b0","L1","L1-11","饮食","如果只能选一个更贴近的：家里聊到「想自己做饭但不想被指导」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
"L1-L1-11-058-57c5fdd0","L1","L1-11","饮食","最近这段时间，家里聊到「想自己做饭但不想被指导」时，我更希望？","别上升到身体健康焦虑","尊重我的口味变化","给我选项，别替我点餐决定","当作小事，别反复提","deescalate|respect|choice|light","normal"
